readout,band,s,p,z,rank_biserial,n_pat,obs_med,surr_med,margin_med,n_above,frac_pos,exclusion_reason,rho_obs_null,rho_margin_null,loo_p_max,loo_p_min,loo_worst_patient,loo_log10_swing,margin_mean,ci_lo,ci_hi,fpr_05,fpr_01,calibrated,q
T,theta,7.114660732825161,0.5771484375,-0.15289415743128767,-0.05454545454545454,10,0.10086503218160502,0.09810514375567436,-0.0009374052244090839,1,0.5,,-0.24848484848484845,-0.5515151515151515,0.787109375,0.455078125,Pat_10,0.23794912511509048,0.00311985472470961,-0.013218881403810445,0.022046563477887297,0.06666666666666667,0.06666666666666667,True,0.7245054853723404
T,theta,9.543559934997008,0.65234375,-0.3567530340063379,-0.12727272727272726,10,0.10003091437947699,0.09922164399176836,-0.0026693620208633473,0,0.4,,0.34545454545454546,-0.04242424242424241,0.849609375,0.5,Pat_10,0.2302492916427878,-0.0009243015893573986,-0.011251305109433524,0.009999804890903298,0.0,0.0,True,0.769765625
T,theta,12.80166963024157,0.080078125,1.4779768551691141,0.5272727272727272,10,0.10647680877891844,0.09579605422914028,0.006263496654488679,0,0.7,,0.05454545454545454,-0.406060606060606,0.150390625,0.02734375,Pat_06,0.7403626894942438,0.009764817360663921,-0.0015229621545633596,0.021317969702486516,0.0,0.0,True,0.15240675403225806
T,theta,17.17207692287632,0.384765625,0.3567530340063379,0.12727272727272726,10,0.10027135243079828,0.09882760979235172,0.009842014456523107,0,0.6,,0.29696969696969694,-0.406060606060606,0.5,0.1796875,Pat_05,0.4444521379662943,-0.00292697865430194,-0.023126323311550886,0.011776425545056816,0.0,0.0,True,0.5405040922619048
T,theta,23.034513025440212,0.5771484375,-0.15289415743128767,-0.05454545454545454,10,0.10473556351833094,0.10292887082323432,0.0032239855234120207,0,0.5,,-0.3696969696969697,-0.4666666666666666,0.71484375,0.3671875,Pat_03,0.28932323613073085,-0.001284805708193587,-0.014094983378810424,0.011084059005028634,0.06666666666666667,0.06666666666666667,True,0.7245054853723404
T,theta,30.89834693276585,,-1.9876240466067396,-0.7090909090909091,10,0.0881650348272259,0.10043349349871278,-0.01534187765008857,0,0.3,,0.6242424242424242,0.2121212121212121,0.994140625,0.962890625,Pat_03,0.013870863059528733,-0.012181022836589152,-0.020202852985516648,-0.002928193806358011,0.13333333333333333,0.0,False,
T,theta,41.446842923188484,0.8388671875,-0.9683296637314885,-0.34545454545454546,10,0.09334727771589423,0.10749940574169159,-0.011594715122174484,1,0.3,,0.09090909090909088,-0.23636363636363633,0.951171875,0.71484375,Pat_03,0.12404787582022367,-0.0068487382652579224,-0.022708840407491434,0.011068151089349134,0.06666666666666667,0.06666666666666667,True,0.9147992050438597
T,theta,55.59652728469412,0.2158203125,0.8664002254439634,0.3090909090909091,10,0.11047902061114691,0.09639048669487238,0.009590973243812542,0,0.6,,0.19999999999999998,-0.07878787878787878,0.326171875,0.064453125,Pat_02,0.7042025312696958,0.006526880852925768,-0.012293692154183865,0.023623985844337118,0.06666666666666667,0.0,True,0.3537055121527778
T,theta,74.57682245777069,0.0966796875,1.376047416881589,0.4909090909090909,10,0.11854192210649295,0.09819601569324732,0.024750724331121972,2,0.8,,-0.41818181818181815,-0.5515151515151515,0.1796875,0.02734375,Pat_05,0.8176597916673172,0.01754348093560211,-0.005150743662896964,0.03676024680848893,0.06666666666666667,0.0,True,0.178253173828125
T,theta,100.03686776006599,0.24609375,0.7644707871564383,0.2727272727272727,10,0.11059684319322254,0.09970727562904358,0.012264929841209901,1,0.6,,-0.32121212121212117,-0.4787878787878787,0.41015625,0.1015625,Pat_08,0.6062159510991201,0.008394641976563835,-0.011541452553704654,0.029341557400889166,0.06666666666666667,0.06666666666666667,True,0.3820929276315789
T,theta,134.18880801621225,0.9814453125,-1.9876240466067396,-0.7090909090909091,10,0.09163354067729951,0.10176353435963392,-0.01649372443791948,0,0.2,,0.11515151515151514,-0.06666666666666665,0.994140625,0.962890625,Pat_15,0.013870863059528733,-0.015889273752783088,-0.02837272756072069,-0.00296976301471013,0.06666666666666667,0.0,True,0.9814453125
T,theta,179.99999999999997,0.8837890625,-1.1721885403065389,-0.41818181818181815,10,0.0907694991477731,0.09899008739739656,-0.007460480957907967,1,0.3,,0.3696969696969697,0.13939393939393938,0.98046875,0.8203125,Pat_10,0.07745442674711887,-0.005049098769592761,-0.02379523665062752,0.01654614550983522,0.0,0.0,True,0.9147992050438597
T,beta,0.02,0.0009765625,2.8030595529069404,1.0,10,0.16865303055724923,0.09625200973823667,0.0764696832314772,8,1.0,,-0.24848484848484845,-0.24848484848484845,0.001953125,0.001953125,Pat_02,0.0,0.07673655690280913,0.05780666476070563,0.09667939410019226,0.0,0.0,True,0.002505095108695652
T,beta,0.026827870768216803,0.0009765625,2.8030595529069404,1.0,10,0.16641696662428257,0.09781846310943365,0.06581329717790013,6,1.0,,0.38181818181818183,0.24848484848484845,0.001953125,0.001953125,Pat_02,0.0,0.0597104113143095,0.04089534887803347,0.07781968901692737,0.06666666666666667,0.0,True,0.002505095108695652
T,beta,0.03598673249780708,0.0009765625,2.8030595529069404,1.0,10,0.14434724183895276,0.1020188182592392,0.03968653362505106,4,1.0,,0.2606060606060606,-0.12727272727272726,0.001953125,0.001953125,Pat_02,0.0,0.04952624615521732,0.030442959390073573,0.07430911144273421,0.06666666666666667,0.0,True,0.002505095108695652
T,beta,0.048272370441077836,0.0009765625,2.8030595529069404,1.0,10,0.16658082383717016,0.10021342895925045,0.07082096757194639,8,1.0,,0.24848484848484845,-0.23636363636363633,0.001953125,0.001953125,Pat_02,0.0,0.06512833184327857,0.04814656271603016,0.08010289114017353,0.0,0.0,True,0.002505095108695652
T,beta,0.06475224579343625,0.001953125,2.7011301146194153,0.9636363636363636,10,0.14955117086051195,0.09736099280416965,0.05050208509815718,4,0.9,,0.2121212121212121,-0.0303030303030303,0.00390625,0.001953125,Pat_02,0.30102999566398125,0.049829303588368325,0.031520067953404396,0.06852682862059034,0.06666666666666667,0.0,True,0.004609375
T,beta,0.08685824410490588,0.0009765625,2.8030595529069404,1.0,10,0.17258758311719097,0.09945920947939157,0.06947063589096462,6,1.0,,0.18787878787878787,0.18787878787878787,0.001953125,0.001953125,Pat_02,0.0,0.06325929792896537,0.046372408427904466,0.0790242353952204,0.06666666666666667,0.06666666666666667,True,0.002505095108695652
T,beta,0.11651108740003221,0.0009765625,2.8030595529069404,1.0,10,0.16704612068499503,0.1005896981805563,0.06865105604007575,8,1.0,,0.406060606060606,0.05454545454545454,0.001953125,0.001953125,Pat_02,0.0,0.07100623240358239,0.05855131317346909,0.0824493712265181,0.06666666666666667,0.0,True,0.002505095108695652
T,beta,0.1562872197916239,0.001953125,2.7011301146194153,0.9636363636363636,10,0.1488852512832399,0.09488395974040031,0.05211681293283063,4,0.9,,-0.23636363636363633,-0.32121212121212117,0.00390625,0.001953125,Pat_02,0.30102999566398125,0.04983894426841838,0.03085798192307566,0.06792034490351949,0.0,0.0,True,0.004609375
T,beta,0.20964266676467905,0.0009765625,2.8030595529069404,1.0,10,0.15111057217387208,0.10260010045021772,0.04964471026005472,5,1.0,,-0.28484848484848485,-0.5272727272727272,0.001953125,0.001953125,Pat_02,0.0,0.05474006257923454,0.03899685661757963,0.07120845133126956,0.0,0.0,True,0.002505095108695652
T,beta,0.28121331857335746,0.0009765625,2.8030595529069404,1.0,10,0.15054072908409624,0.0982922250404954,0.050368957717947055,3,1.0,,0.5030303030303029,0.3696969696969697,0.001953125,0.001953125,Pat_02,0.0,0.0486342439979434,0.03890077492090715,0.05892615546493576,0.0,0.0,True,0.002505095108695652
T,beta,0.3772177284493708,0.0048828125,2.497271238044365,0.8909090909090909,10,0.14744116161750265,0.09894940257072449,0.04673246433303016,5,0.8,,-0.32121212121212117,-0.49090909090909085,0.009765625,0.00390625,Pat_02,0.3979400086720375,0.048926221447547366,0.02458206451033583,0.07639588223971445,0.06666666666666667,0.0,True,0.009933997844827586
T,beta,0.5059974235160012,0.0009765625,2.8030595529069404,1.0,10,0.16012468321457135,0.10251291189342737,0.06082235001770156,7,1.0,,0.6606060606060605,0.43030303030303024,0.001953125,0.001953125,Pat_02,0.0,0.05839300611436158,0.04516717560541861,0.07069256544500567,0.06666666666666667,0.0,True,0.002505095108695652
T,beta,0.6787416743568971,0.0009765625,2.8030595529069404,1.0,10,0.16983405816881586,0.10558245796710253,0.06754844877507571,8,1.0,,0.406060606060606,0.09090909090909088,0.001953125,0.001953125,Pat_02,0.0,0.07031743165245921,0.052254842903046286,0.08993044633563681,0.06666666666666667,0.0,True,0.002505095108695652
T,beta,0.9104596962324965,0.0009765625,2.8030595529069404,1.0,10,0.16121207511541275,0.10221109446138144,0.06414977701869636,8,1.0,,0.29696969696969694,0.22424242424242422,0.001953125,0.001953125,Pat_02,0.0,0.06931342272302336,0.05389282621026433,0.08634473531764295,0.0,0.0,True,0.002505095108695652
T,beta,1.2212847535097677,0.0009765625,2.8030595529069404,1.0,10,0.18256978587295986,0.10347015410661697,0.08004675560338878,7,1.0,,-0.13939393939393938,-0.6727272727272726,0.001953125,0.001953125,Pat_02,0.0,0.06672665621875432,0.044410090237410105,0.08681519777974055,0.06666666666666667,0.0,True,0.002505095108695652
T,beta,1.638223476917678,0.0009765625,2.8030595529069404,1.0,10,0.14977002494370878,0.09804421477019787,0.051391185155788666,5,1.0,,-0.2121212121212121,-0.309090909090909,0.001953125,0.001953125,Pat_02,0.0,0.05707774625826584,0.040591281812163524,0.07548427341496873,0.0,0.0,True,0.002505095108695652
T,beta,2.197502386410313,0.0009765625,2.8030595529069404,1.0,10,0.1716732830185105,0.10265841148793697,0.06157392639700668,7,1.0,,-0.6363636363636362,-0.7212121212121211,0.001953125,0.001953125,Pat_02,0.0,0.0725578045094151,0.052359900502537034,0.09550463404617256,0.06666666666666667,0.06666666666666667,True,0.002505095108695652
T,beta,2.947715501773197,0.0009765625,2.8030595529069404,1.0,10,0.16641403789220424,0.09639713633805513,0.0668536951631126,6,1.0,,0.07878787878787878,-0.16363636363636364,0.001953125,0.001953125,Pat_02,0.0,0.07083706535295901,0.04885558757404822,0.09169934237665903,0.0,0.0,True,0.002505095108695652
T,beta,3.9540465271520318,0.0029296875,2.5992006763318902,0.9272727272727272,10,0.16659188877600273,0.09964173194020987,0.0670902556424612,6,0.9,,-0.33333333333333326,-0.38181818181818183,0.005859375,0.001953125,Pat_02,0.4771212547196626,0.06461188435289472,0.036148948568077086,0.09035965598199971,0.0,0.0,True,0.006401909722222222
T,beta,5.30393246209756,0.0009765625,2.8030595529069404,1.0,10,0.15740986930094397,0.10169793851673603,0.05806275978464551,5,1.0,,0.09090909090909088,-0.38181818181818183,0.001953125,0.001953125,Pat_02,0.0,0.05592227859224112,0.04298602635493111,0.06820837836841515,0.0,0.0,True,0.002505095108695652
T,beta,7.114660732825161,0.0009765625,2.8030595529069404,1.0,10,0.17202727234366136,0.10177394282072783,0.07399496282177198,7,1.0,,-0.41818181818181815,-0.5272727272727272,0.001953125,0.001953125,Pat_02,0.0,0.07531568178574191,0.05905150757282287,0.09173272838036718,0.0,0.0,True,0.002505095108695652
T,beta,9.543559934997008,0.0029296875,2.5992006763318902,0.9272727272727272,10,0.1552049079428521,0.09832989098504186,0.05645301224974576,5,0.9,,0.5030303030303029,0.28484848484848485,0.005859375,0.001953125,Pat_03,0.4771212547196626,0.04557447690919787,0.026095948798857828,0.06302044930973474,0.0,0.0,True,0.006401909722222222
T,beta,12.80166963024157,0.0009765625,2.8030595529069404,1.0,10,0.1387760316565713,0.09843846224248409,0.04170892098950507,3,1.0,,-0.6363636363636362,-0.8787878787878788,0.001953125,0.001953125,Pat_02,0.0,0.046625825498453385,0.03549157936703213,0.061333106336662564,0.0,0.0,True,0.002505095108695652
T,beta,17.17207692287632,,2.8030595529069404,1.0,10,0.16845235551655824,0.10206332802772522,0.061098499660795294,8,1.0,,-0.309090909090909,-0.4666666666666666,0.001953125,0.001953125,Pat_02,0.0,0.06869524868226855,0.053874254644585874,0.08432187630939143,0.13333333333333333,0.06666666666666667,False,
T,beta,23.034513025440212,0.0009765625,2.8030595529069404,1.0,10,0.16103393740305189,0.10402466962113976,0.05973109365215831,7,1.0,,0.49090909090909085,-0.0303030303030303,0.001953125,0.001953125,Pat_02,0.0,0.06191062206750549,0.049789424761941724,0.07550228239671378,0.0,0.0,True,0.002505095108695652
T,beta,30.89834693276585,,2.8030595529069404,1.0,10,0.15397871754344392,0.10278767021372914,0.05022919393451697,7,1.0,,-0.5030303030303029,-0.6,0.001953125,0.001953125,Pat_02,0.0,0.05015481678401366,0.03954535872738832,0.06151604580003174,0.13333333333333333,0.13333333333333333,False,
T,beta,41.446842923188484,0.0009765625,2.8030595529069404,1.0,10,0.15634106295632588,0.09932525269687176,0.05903823521431041,6,1.0,,0.11515151515151514,0.006060606060606061,0.001953125,0.001953125,Pat_02,0.0,0.059290534004280346,0.044163341252804064,0.0762237689791516,0.06666666666666667,0.0,True,0.002505095108695652
T,beta,55.59652728469412,,2.8030595529069404,1.0,10,0.1668281752514164,0.10221488028764725,0.06614411174230977,8,1.0,,0.6,0.4545454545454545,0.001953125,0.001953125,Pat_02,0.0,0.059349963235303796,0.04496577338916889,0.07196537379064415,0.13333333333333333,0.0,False,
T,beta,74.57682245777069,0.0009765625,2.8030595529069404,1.0,10,0.16390222172527813,0.09869467187672853,0.06776194601594708,4,1.0,,-0.3939393939393939,-0.5030303030303029,0.001953125,0.001953125,Pat_02,0.0,0.06399347336062208,0.04748448083386916,0.08284927598661805,0.0,0.0,True,0.002505095108695652
T,beta,100.03686776006599,0.0009765625,2.8030595529069404,1.0,10,0.15037663457580544,0.09665869129821658,0.049828371553046924,4,1.0,,-0.07878787878787878,-0.34545454545454546,0.001953125,0.001953125,Pat_02,0.0,0.05235553787233279,0.03868735364649935,0.06681644509785098,0.06666666666666667,0.0,True,0.002505095108695652
T,beta,134.18880801621225,0.0048828125,2.497271238044365,0.8909090909090909,10,0.1593750845092749,0.09856825787574053,0.05887532783094744,8,0.8,,0.09090909090909088,-0.28484848484848485,0.009765625,0.00390625,Pat_02,0.3979400086720375,0.05754631412746045,0.03628709354235655,0.07733769539045025,0.06666666666666667,0.0,True,0.009933997844827586
T,beta,179.99999999999997,0.0009765625,2.8030595529069404,1.0,10,0.1643034510832594,0.0958154471591115,0.062116903114209365,7,1.0,,-0.16363636363636364,-0.2727272727272727,0.001953125,0.001953125,Pat_02,0.0,0.059369013672555135,0.04589666349083254,0.07255559243065468,0.0,0.0,True,0.002505095108695652
Ccon_o1,theta,0.02,0.0654296875,1.5799062934566392,0.5636363636363636,10,0.1118940827819922,0.09866012632846832,0.01227898666741633,1,0.8,,,,,,,,,,,,,,0.11964285714285715
Ccon_o1,theta,0.026827870768216803,0.9033203125,-1.274117978594064,-0.45454545454545453,10,0.09082411071318996,0.09992757253348827,-0.01226158530712488,0,0.2,,,,,,,,,,,,,,0.9324596774193549
Ccon_o1,theta,0.03598673249780708,0.1875,0.9683296637314885,0.34545454545454546,10,0.1084271990936036,0.09510883130133152,0.014017885109388346,0,0.8,,,,,,,,,,,,,,0.3076923076923077
Ccon_o1,theta,0.048272370441077836,0.6875,-0.458682472293863,-0.16363636363636364,10,0.10074672826458245,0.10029664169996977,0.0032325313224650584,0,0.5,,,,,,,,,,,,,,0.7857142857142857
Ccon_o1,theta,0.06475224579343625,0.4609375,0.15289415743128767,0.05454545454545454,10,0.0918175553365277,0.10052232630550861,-0.002139699339860586,1,0.4,,,,,,,,,,,,,,0.6413043478260869
Ccon_o1,theta,0.08685824410490588,0.013671875,2.19148292318179,0.7818181818181819,10,0.12229306543161639,0.10023274598643184,0.020989716648212753,1,0.8,,,,,,,,,,,,,,0.026515151515151516
Ccon_o1,theta,0.11651108740003221,0.8388671875,-0.9683296637314885,-0.34545454545454546,10,0.08912807215218538,0.1008291831240058,-0.015951494168169843,0,0.4,,,,,,,,,,,,,,0.9047131147540983
Ccon_o1,theta,0.1562872197916239,0.1611328125,1.0702591020190138,0.38181818181818183,10,0.10915602407066882,0.10127994138747454,0.007834684865407997,0,0.6,,,,,,,,,,,,,,0.2713815789473684
Ccon_o1,theta,0.20964266676467905,0.0966796875,1.376047416881589,0.4909090909090909,10,0.11588619009565237,0.10179188754409552,0.01883764684328612,2,0.6,,,,,,,,,,,,,,0.171875
Ccon_o1,theta,0.28121331857335746,0.8623046875,-1.0702591020190138,-0.38181818181818183,10,0.06330043687728626,0.099029497243464,-0.029872288092035598,1,0.3,,,,,,,,,,,,,,0.9047131147540983
Ccon_o1,theta,0.3772177284493708,0.384765625,0.3567530340063379,0.12727272727272726,10,0.09920007647785647,0.10210840962827206,0.002566265399664057,0,0.6,,,,,,,,,,,,,,0.5726744186046512
Ccon_o1,theta,0.5059974235160012,0.5390625,-0.050964719143762556,-0.01818181818181818,10,0.09518680154585173,0.10081413947045803,0.0023994724798611367,0,0.6,,,,,,,,,,,,,,0.69
Ccon_o1,theta,0.6787416743568971,0.24609375,0.7644707871564383,0.2727272727272727,10,0.11245971734126224,0.09748335741460323,0.014976359926659008,0,0.5,,,,,,,,,,,,,,0.39375
Ccon_o1,theta,0.9104596962324965,0.4228515625,0.2548235957188128,0.09090909090909091,10,0.0932388992005905,0.08962265029549599,-0.0009850871027630367,0,0.5,,,,,,,,,,,,,,0.6150568181818182
Ccon_o1,theta,1.2212847535097677,0.5,0.050964719143762556,0.01818181818181818,10,0.10760108804783641,0.10183628648519516,0.0018080964026979257,1,0.5,,,,,,,,,,,,,,0.6530612244897959
Ccon_o1,theta,1.638223476917678,0.1611328125,1.0702591020190138,0.38181818181818183,10,0.1048015789523269,0.09771039988845587,0.01438198774676075,1,0.6,,,,,,,,,,,,,,0.2713815789473684
Ccon_o1,theta,2.197502386410313,0.615234375,-0.2548235957188128,-0.09090909090909091,10,0.09584998905560699,0.10290899686515331,-0.009263135419276099,0,0.4,,,,,,,,,,,,,,0.7429245283018868
Ccon_o1,theta,2.947715501773197,0.5771484375,-0.15289415743128767,-0.05454545454545454,10,0.09667781114820428,0.09713082574307919,-0.001364744483902558,0,0.5,,,,,,,,,,,,,,0.7242647058823529
Ccon_o1,theta,3.9540465271520318,0.6875,-0.458682472293863,-0.16363636363636364,10,0.10195213843339229,0.10243531875312328,-0.005759545525376546,0,0.5,,,,,,,,,,,,,,0.7857142857142857
Ccon_o1,theta,5.30393246209756,0.9677734375,-1.7837651700316894,-0.6363636363636364,10,0.08410669995336034,0.10495195165276527,-0.01840517746795814,0,0.3,,,,,,,,,,,,,,0.9831349206349206
Ccon_o1,theta,7.114660732825161,0.4609375,0.15289415743128767,0.05454545454545454,10,0.09172180310890365,0.10003771353513002,-0.0017113551610508024,1,0.5,,,,,,,,,,,,,,0.6413043478260869
Ccon_o1,theta,9.543559934997008,0.3125,0.5606119105813882,0.2,10,0.09815723356601244,0.10245018918067217,0.005594434355317021,0,0.6,,,,,,,,,,,,,,0.47619047619047616
Ccon_o1,theta,12.80166963024157,0.5,0.050964719143762556,0.01818181818181818,10,0.10486279045948456,0.10139179695397615,0.0032616755261501845,0,0.5,,,,,,,,,,,,,,0.6530612244897959
Ccon_o1,theta,17.17207692287632,0.2783203125,0.6625413488689132,0.23636363636363636,10,0.10339226428281988,0.0963832838460803,0.0027245610769246267,1,0.7,,,,,,,,,,,,,,0.4344512195121951
Ccon_o1,theta,23.034513025440212,0.615234375,-0.2548235957188128,-0.09090909090909091,10,0.10442053447656151,0.10149007104337215,0.0010378940682415627,0,0.5,,,,,,,,,,,,,,0.7429245283018868
Ccon_o1,theta,30.89834693276585,0.65234375,-0.3567530340063379,-0.12727272727272726,10,0.096576449246006,0.09911167062819004,-0.003582367555425195,0,0.5,,,,,,,,,,,,,,0.7731481481481481
Ccon_o1,theta,41.446842923188484,0.5,0.050964719143762556,0.01818181818181818,10,0.10201041019361215,0.09694969560950994,0.0017344769167502438,0,0.6,,,,,,,,,,,,,,0.6530612244897959
Ccon_o1,theta,55.59652728469412,0.8623046875,-1.0702591020190138,-0.38181818181818183,10,0.09289896750911544,0.09886856377124786,-0.006587952880349711,1,0.3,,,,,,,,,,,,,,0.9047131147540983
Ccon_o1,theta,74.57682245777069,0.75390625,-0.6625413488689132,-0.23636363636363636,10,0.0930440094859982,0.10031854640692472,-0.006180364677897655,0,0.5,,,,,,,,,,,,,,0.8464912280701754
Ccon_o1,theta,100.03686776006599,0.986328125,-2.0895534848942647,-0.7454545454545455,10,0.08255500991442744,0.09937636833637953,-0.019546413342766286,0,0.2,,,,,,,,,,,,,,0.986328125
Ccon_o1,theta,134.18880801621225,0.0419921875,1.7837651700316894,0.6363636363636364,10,0.11616394229193953,0.09548958670347929,0.01947787336965827,2,0.8,,,,,,,,,,,,,,0.07904411764705882
