band,stratification,stratum,s,contribution,abs_share,margin,abs_share_margin
theta,octave,2,17.17207692287632,0.0937658812435644,0.12417838743354268,-0.009518856782994953,0.1066332557388261
theta,octave,2,23.034513025440212,0.08611556990984862,0.11085048462660949,-0.012832984514399105,0.09145013553484145
theta,octave,2,30.89834693276585,0.10726020445852465,0.12954147596408744,0.011978750478546886,0.10925404899216308
theta,octave,2,41.446842923188484,0.10715007353033262,0.12862456518176224,0.0059212105294628725,0.11794095725569398
theta,octave,2,55.59652728469412,0.11204545362358032,0.13601509408845391,0.007549314469673142,0.13072629616353199
theta,octave,2,74.57682245777069,0.08571330810051936,0.10553147252244781,-0.013485431459024443,0.11134786827189247
theta,octave,2,100.03686776006599,0.10424608937242144,0.12866140347310603,0.010399758953238664,0.16802486707026482
theta,octave,2,134.18880801621225,0.0874357072447467,0.10323294635364547,-0.012307893034822187,0.09106768493900289
theta,octave,2,179.99999999999997,0.1084581038698048,0.1260280603125411,0.013613006195981436,0.12125893036313187
theta,octave,3,0.02,0.09549300806983682,0.11704393771502622,-0.0005523722169945705,0.09930450982815842
theta,octave,3,0.026827870768216803,0.09347153608562739,0.1179982341158306,-0.008400592778783827,0.11594719314436455
theta,octave,3,0.03598673249780708,0.10780126062546545,0.13785665518800294,0.01434208494316637,0.13040698398379202
theta,octave,3,0.048272370441077836,0.09222747122067768,0.12339567471473376,-0.007542881924929912,0.12962570751112013
theta,octave,3,0.06475224579343625,0.09280603058894624,0.11532976868314387,-0.012441969883837813,0.13846760014198897
theta,octave,3,0.08685824410490588,0.10229366744070009,0.12492604121949127,-0.004416308045700555,0.06146210775283551
theta,octave,3,0.11651108740003221,0.09831155918263094,0.12380407145454685,0.002128726688252855,0.14309917765711327
theta,octave,3,0.1562872197916239,0.0914567195448394,0.11067717774135101,-0.008235943973617252,0.11633442315792111
theta,octave,3,0.20964266676467905,0.09947877876955333,0.11615517335741615,0.0048350203924930404,0.15911618807133737
theta,octave,3,0.28121331857335746,0.11013300927336371,0.1412414067349803,0.01258719601636743,0.08162304912110523
theta,octave,3,0.3772177284493708,0.10660557332002171,0.13207112348613592,-0.0021411337891100238,0.12430359983862159
theta,octave,3,0.5059974235160012,0.10354741433686884,0.12515012561837793,0.004720082078644355,0.1376670244572551
theta,octave,3,0.6787416743568971,0.12649264748062816,0.14016664436447965,0.027211071949860707,0.15677660344577465
theta,octave,3,0.9104596962324965,0.09335953603579207,0.12036964228865714,-0.0055897557075460375,0.16838689877089325
theta,octave,3,1.2212847535097677,0.09342915132176115,0.10753070236918541,-0.009285686261674767,0.08485351385669987
theta,octave,3,1.638223476917678,0.11207278308986296,0.13873524439093193,0.014586171202737086,0.09621351098233699
theta,octave,3,2.197502386410313,0.10640074781072133,0.12965126565055332,0.004538274009230757,0.12399785813799542
theta,octave,3,2.947715501773197,0.08783626039611724,0.10905445309119832,-0.014549316069479137,0.10910162542984528
theta,octave,3,3.9540465271520318,0.09749688604168961,0.12136605084111801,-0.0007911875896271722,0.06995709149056224
theta,octave,3,5.30393246209756,0.10157747648148735,0.13889399768101304,-0.005922272918234273,0.10017489784676364
theta,octave,3,7.114660732825161,0.10028158309849797,0.12278223788181106,0.0028586326630681558,0.10736900273450184
theta,octave,3,9.543559934997008,0.08794225823763925,0.11737753384436445,-0.015048131563922582,0.11067392179593605
theta,octave,3,12.80166963024157,0.07633278813199028,0.10530522804139554,-0.023058654333112133,0.19687343667662524
theta,octave,3,17.17207692287632,0.07277122893464594,0.09405660092043713,-0.03325088615719696,0.17248029146065394
theta,octave,3,23.034513025440212,0.09729924593718495,0.11390405914954355,-0.002875990414603097,0.08850668752037424
theta,octave,3,30.89834693276585,0.11445550132418808,0.13939278416893564,0.01542827967572092,0.13348209860894628
theta,octave,3,41.446842923188484,0.08748099685633938,0.10972273050366092,-0.003985231521753112,0.06988987420514758
theta,octave,3,55.59652728469412,0.09395038856147178,0.1153138599488063,-0.004206814370556727,0.07300718507304729
theta,octave,3,74.57682245777069,0.10054184286601202,0.1273723849917464,0.0007101216591537327,0.06748074466676499
theta,octave,3,100.03686776006599,0.10784279204325484,0.13209427284838493,0.010365111751926531,0.07844080980824042
theta,octave,3,134.18880801621225,0.10377449789866082,0.13193935197441736,0.005646096198214844,0.07025137568506748
theta,octave,3,179.99999999999997,0.103427744322923,0.12845040453784995,0.004788200223353675,0.06710073934261385
theta,octave,4,0.02,0.09685305117306646,0.11669038361141401,-0.007818875141616749,0.12180933373471797
theta,octave,4,0.026827870768216803,0.1021675657259235,0.11480098544239294,0.007311013877571548,0.15130591637599056
theta,octave,4,0.03598673249780708,0.11288163309905018,0.12869099982649654,0.006860109681614247,0.11322890587938875
theta,octave,4,0.048272370441077836,0.11013041046003252,0.13664572848502815,0.00568757732276004,0.0946282198108575
theta,octave,4,0.06475224579343625,0.09259043124630323,0.11565943345085943,-0.009969935805679217,0.11579358481914157
theta,octave,4,0.08685824410490588,0.09601028697262814,0.1160090714391492,-0.0015896100949911937,0.10354110843161524
theta,octave,4,0.11651108740003221,0.10152001484785197,0.1304783783870203,0.0012581310376894306,0.10760943670866217
theta,octave,4,0.1562872197916239,0.10186414833557529,0.13119124649005132,0.0011277868097844743,0.12207540814761737
theta,octave,4,0.20964266676467905,0.10095181257829888,0.12902064994382303,0.004180869435825178,0.07651525939567431
theta,octave,4,0.28121331857335746,0.08818823518123381,0.11560788563228076,-0.013351351088742414,0.12494952510650506
theta,octave,4,0.3772177284493708,0.10424116995305366,0.12271995952428126,0.005364088961822611,0.11908406545153512
theta,octave,4,0.5059974235160012,0.08774635659036503,0.10158820444360489,-0.015950110298867358,0.12420331422004463
theta,octave,4,0.6787416743568971,0.10934464175654049,0.13233308734040955,0.005929174700675499,0.1623004485046073
theta,octave,4,0.9104596962324965,0.09880164310568662,0.12477965470354385,-0.002801530023667627,0.08244107321540747
theta,octave,4,1.2212847535097677,0.10038207397519608,0.11565808272976849,-0.0023608446429791152,0.09834216470455473
theta,octave,4,1.638223476917678,0.09250800100276174,0.11490763510801133,-0.01817592834928103,0.11738604593188573
theta,octave,4,2.197502386410313,0.10288147400345055,0.12891098435292347,0.0001328773850088616,0.1022451048690713
theta,octave,4,2.947715501773197,0.1317153990459614,0.15643405301318541,0.03339155068223021,0.19406734095234818
theta,octave,4,3.9540465271520318,0.09535171354465982,0.12132343464058314,-0.009531296419815288,0.08600735569998876
theta,octave,4,5.30393246209756,0.09652320031329736,0.13156116426011388,-0.005470178741915618,0.07857077476966995
theta,octave,4,7.114660732825161,0.09517957336366625,0.11397655835465038,-0.0013163401850096942,0.12479806902593897
theta,octave,4,9.543559934997008,0.08924230114416767,0.11176793810725125,-0.013681299903552602,0.09270355146487218
theta,octave,4,12.80166963024157,0.10541564478299391,0.11808780124641569,0.007258505287978764,0.16679797495631515
theta,octave,4,17.17207692287632,0.10694442402258288,0.1452447659328101,0.0040776030315436,0.05649457606927111
theta,octave,4,23.034513025440212,0.0976687106542988,0.1336452868537712,-0.00445447999455497,0.14217666558186653
theta,octave,4,30.89834693276585,0.10041485851047571,0.12240223233839714,-0.002453721425097921,0.03500349628393164
theta,octave,4,41.446842923188484,0.09205254894026489,0.12294444644566244,-0.008137460050201703,0.13501075259858908
theta,octave,4,55.59652728469412,0.10393788114999712,0.13566104455210704,-0.001187745399127596,0.1332016011533606
theta,octave,4,74.57682245777069,0.09408038020516385,0.11926262758485891,-0.0047715495669343674,0.11732971477400997
theta,octave,4,100.03686776006599,0.11678715797186053,0.1499681832519402,0.00888371190101063,0.22047125384805777
theta,octave,4,134.18880801621225,0.09146965264950868,0.12114117393815747,-0.009973551977375213,0.14917666216196934
theta,octave,4,179.99999999999997,0.1010211615394665,0.1155070773185555,0.007461553229793597,0.10883559990651331
theta,octave,5,0.02,0.09485096335265522,0.11351266082125117,-0.010676495401204952,0.07141631689113924
theta,octave,5,0.026827870768216803,0.1200707354096195,0.13420648711851285,0.016340358066754886,0.09787690728872059
theta,octave,5,0.03598673249780708,0.10041379524238829,0.12860479470230737,0.009632690266102445,0.13879434698922977
theta,octave,5,0.048272370441077836,0.08888060592000918,0.11613321111190922,-0.006114553735800228,0.10770571702629586
theta,octave,5,0.06475224579343625,0.10749997077407158,0.13175001699555267,0.012891320545786136,0.15450637362467995
theta,octave,5,0.08685824410490588,0.09616557405688839,0.11375399106468351,-0.0043497328138311225,0.06357762133730076
theta,octave,5,0.11651108740003221,0.09460192436330281,0.1343948346018743,-0.003233174352002856,0.05173707786927985
theta,octave,5,0.1562872197916239,0.11446059532311431,0.1367386917391101,0.009446791927485494,0.06533058069424116
theta,octave,5,0.20964266676467905,0.10198751515842652,0.13036310445030755,0.0024588178390977378,0.1180605865192679
theta,octave,5,0.28121331857335746,0.12004753835329178,0.1337570156238982,0.02034071627834204,0.11261340001619131
theta,octave,5,0.3772177284493708,0.10324290769971989,0.12685473665493982,0.002569062661901933,0.11659260547231896
theta,octave,5,0.5059974235160012,0.1164335447729237,0.1402560701531611,0.014739972296417457,0.10678205430528559
theta,octave,5,0.6787416743568971,0.09387236300042157,0.11073758144366894,-0.005986835667182645,0.05514608404989586
theta,octave,5,0.9104596962324965,0.08788499595280373,0.11220184671862693,-0.020243936351876615,0.16975973834755395
theta,octave,5,1.2212847535097677,0.09651405093121573,0.11991460666867035,-0.011520382880955998,0.11326291555138049
theta,octave,5,1.638223476917678,0.08553277279623524,0.11594745080848529,-0.01599020005403492,0.10204153371306882
theta,octave,5,2.197502386410313,0.09514811023624767,0.11221791338900346,-0.00661809888182055,0.09109051235899893
theta,octave,5,2.947715501773197,0.10891317474579545,0.1274933139244856,0.012633748930895465,0.08656536411478728
theta,octave,5,3.9540465271520318,0.09816976069762864,0.11471919209014625,-0.0002807413532730507,0.13981791605515914
theta,octave,5,5.30393246209756,0.09305637481855167,0.12411742909664178,-0.0066664284535099955,0.07943244661111673
theta,octave,5,7.114660732825161,0.10141009328353745,0.1275795289300928,0.010408543082210835,0.18285364620555808
theta,octave,5,9.543559934997008,0.10648027856025985,0.1420729082389643,0.0047277984132589115,0.05947534802158595
theta,octave,5,12.80166963024157,0.11142253516262052,0.1301536136040071,0.014421961006973225,0.1294508976651514
theta,octave,5,17.17207692287632,0.10321645546182424,0.13432858199272346,0.008816275889420813,0.1183110408181505
theta,octave,5,23.034513025440212,0.09691012003588886,0.12742309071485197,0.0053131272618403835,0.03992100816294049
theta,octave,5,30.89834693276585,0.09554706195964459,0.12250447207897426,-0.004692933521443357,0.09566789839192476
theta,octave,5,41.446842923188484,0.09939451959103324,0.12218022397159262,0.004156511520296106,0.12335399855953531
theta,octave,5,55.59652728469412,0.10331420702406402,0.1318328459185803,0.006979833015125114,0.09942568366713625
theta,octave,5,74.57682245777069,0.1067453432960262,0.1268371398724809,-0.004532458619977031,0.0962989207911471
theta,octave,5,100.03686776006599,0.11091038715006549,0.1353509353412809,0.004817638917879653,0.151386483586208
theta,octave,5,134.18880801621225,0.09843576963050005,0.12355192906732165,-0.0018638895546114823,0.13714282604726724
theta,octave,5,179.99999999999997,0.09520071400420085,0.117681118222831,-0.007765077705520235,0.11339703675854129
theta,octave,6,0.02,0.10052165111253969,0.1269942062856238,0.0009438763531576869,0.08243297590643192
theta,octave,6,0.026827870768216803,0.10576409409361207,0.12354366031712623,0.01504706154184663,0.10405852417355548
theta,octave,6,0.03598673249780708,0.09815431579735252,0.12083467247481072,-0.0011670361234053933,0.11546221301662621
theta,octave,6,0.048272370441077836,0.09479378379378736,0.12701248690147715,-0.0032172986741507634,0.0957344977926132
theta,octave,6,0.06475224579343625,0.09273270561842785,0.12014674514115777,-0.0038584960103719146,0.07292687570062276
theta,octave,6,0.08685824410490588,0.08896468889505602,0.11157019092781052,-0.011137673327913516,0.15404641471356648
theta,octave,6,0.11651108740003221,0.08894805852466946,0.1022268285005504,-0.010795734116609265,0.11432608171245955
theta,octave,6,0.1562872197916239,0.09720559109647964,0.11074464874653935,-0.0060126348654555364,0.08888302392841066
theta,octave,6,0.20964266676467905,0.10098196183434896,0.1356254617836225,0.008509720574237628,0.12425858548858647
theta,octave,6,0.28121331857335746,0.10181836512409563,0.12991749855467902,0.008206563149620247,0.09223716807727891
theta,octave,6,0.3772177284493708,0.11222802720518779,0.13029380469289284,0.0071240318556874405,0.07037198831559931
theta,octave,6,0.5059974235160012,0.0957987034012277,0.12104650466350678,-0.005210559767775014,0.1002013120271465
theta,octave,6,0.6787416743568971,0.10191042911893115,0.11866650492195602,-0.006001569752782723,0.08044489088507754
theta,octave,6,0.9104596962324965,0.10624619323593465,0.13076276343003645,0.0028315330552974027,0.07653510863853996
theta,octave,6,1.2212847535097677,0.10807917494575384,0.122821757321384,0.008333708308370893,0.15465097929386307
theta,octave,6,1.638223476917678,0.10841581462825148,0.12896815522274443,0.012985022631760212,0.09073325530174012
theta,octave,6,2.197502386410313,0.08927854123498011,0.11045053078761065,-0.012638408029725073,0.13245315670954405
theta,octave,6,2.947715501773197,0.085621918826576,0.10958000216761463,-0.010746148997319252,0.12744711047900104
theta,octave,6,3.9540465271520318,0.09792341444809975,0.12091046680072183,-0.003972275252762711,0.10105106791719101
theta,octave,6,5.30393246209756,0.08360255257441201,0.11231820429233248,-0.011466418409959253,0.07240059856849593
theta,octave,6,7.114660732825161,0.11252874888915376,0.1393558239829893,0.0012165610278800504,0.0662664939500424
theta,octave,6,9.543559934997008,0.09034112210276837,0.1111503020118437,-0.01028774657395367,0.13732121059211078
theta,octave,6,12.80166963024157,0.09524393713043205,0.1254848597955684,-0.00187941847427614,0.10931386088026712
theta,octave,6,17.17207692287632,0.09923371205145298,0.13357209806176404,0.006318382900597448,0.12179829845409837
theta,octave,6,23.034513025440212,0.07951524078007993,0.1043943040672925,-0.02089824026781678,0.1546182087398748
theta,octave,6,30.89834693276585,0.10390841767246219,0.11955617939152159,0.004843211683132176,0.1340903309065278
theta,octave,6,41.446842923188484,0.09566199966562686,0.12100467745467605,-0.005975867613723901,0.1022451968844525
theta,octave,6,55.59652728469412,0.08880976429471546,0.1071534724924475,-0.0036270594679301896,0.056558238469925505
theta,octave,6,74.57682245777069,0.10351708022384204,0.11699834788361461,-0.0023034372975095363,0.10631204080855172
theta,octave,6,100.03686776006599,0.09408912454207136,0.11730573319392523,0.0020736875420762566,0.08996050602899491
theta,octave,6,134.18880801621225,0.10330635814589148,0.12272601904195915,-0.0015961682178389502,0.11793249513238291
theta,octave,6,179.99999999999997,0.1078929576810507,0.13531652921926568,0.010797009318929504,0.16633324568740857
theta,octave,7,0.02,0.119162845727592,0.12606826375611416,0.011159523656903259,0.11380137893415368
theta,octave,7,0.026827870768216803,0.12482865949695927,0.14079528995228804,0.02981331714963538,0.16868388559649744
theta,octave,7,0.03598673249780708,0.09452251326477146,0.11285686039654509,-0.006681246255692497,0.0901035701050988
theta,octave,7,0.048272370441077836,0.10638313376162606,0.12715789316114842,0.0033999365643079815,0.13526069188266882
theta,octave,7,0.06475224579343625,0.10422973001306404,0.12926876310513818,0.018731419312104404,0.1115111456047233
theta,octave,7,0.08685824410490588,0.0842457466868211,0.10395640229860895,-0.015819073359104277,0.1785150252528488
theta,octave,7,0.11651108740003221,0.10928007199538603,0.12983024537183296,0.008905127634786278,0.11939643360283578
theta,octave,7,0.1562872197916239,0.10252638285177507,0.1235470029398395,0.0017959210255177813,0.10323103267889633
theta,octave,7,0.20964266676467905,0.0835007617067714,0.11398398975536048,-0.010283794289144069,0.1299738280316949
theta,octave,7,0.28121331857335746,0.11222679740684667,0.12917970314779215,0.006937150982493548,0.10092614266693091
theta,octave,7,0.3772177284493708,0.09225868276936319,0.11953818293459242,-0.006018954965646008,0.14027443188290312
theta,octave,7,0.5059974235160012,0.10574725480453522,0.134184232678222,0.007017845527096098,0.1446239400774869
theta,octave,7,0.6787416743568971,0.12085815169499756,0.13996801124862301,0.019074942214652307,0.20575114845296788
theta,octave,7,0.9104596962324965,0.10859617427703015,0.13477597811685277,0.007203625907064484,0.11561331153157565
theta,octave,7,1.2212847535097677,0.10908164270727601,0.1256133405963808,0.015241062273668907,0.16126836587759433
theta,octave,7,1.638223476917678,0.08967810804842964,0.10233512088109181,-0.019304102930435982,0.19687871388773315
theta,octave,7,2.197502386410313,0.11832035948583859,0.13987775913269546,0.019799794436809015,0.12923182128281163
theta,octave,7,2.947715501773197,0.09755638451586746,0.1237171691747622,-0.0018087641774556726,0.12454584066318489
theta,octave,7,3.9540465271520318,0.08909351240768393,0.11721048139228943,-0.014313951600174984,0.1300795935951114
theta,octave,7,5.30393246209756,0.102256773934201,0.13224173196438785,0.010374669647569529,0.10076674815738637
theta,octave,7,7.114660732825161,0.10944737286726675,0.12200579115976304,0.012885910614984737,0.09788621418633778
theta,octave,7,9.543559934997008,0.10277137786724697,0.1283893783735568,-0.0007924177853689124,0.0917138594462345
theta,octave,7,12.80166963024157,0.09731432704654747,0.11992333498027757,0.0023688990554133274,0.0739001796037738
theta,octave,7,17.17207692287632,0.08407146061928297,0.10311086157032842,-0.013226373048895755,0.11726940530165736
theta,octave,7,23.034513025440212,0.09507756820624082,0.12343036817669042,-0.002064828288505391,0.1393983889988008
theta,octave,7,30.89834693276585,0.07629222238251673,0.10810303067352736,-0.014030909300799685,0.14088887319367055
theta,octave,7,41.446842923188484,0.10942893045365565,0.1340022921132454,0.017611049171678876,0.12577603204001409
theta,octave,7,55.59652728469412,0.10943690491060636,0.13587800874752026,0.0053903840671540235,0.10971416118993296
theta,octave,7,74.57682245777069,0.1309962309000347,0.14953115009301404,0.03548799539332133,0.2328707764649477
theta,octave,7,100.03686776006599,0.09435364917242466,0.1126861825966115,-0.006365741158008344,0.07783066103919162
theta,octave,7,134.18880801621225,0.09875825457477733,0.12255497725809084,-0.00015710076842864046,0.07088793907825311
theta,octave,7,179.99999999999997,0.10196864561477034,0.12304709659820787,-0.0008053697903861734,0.09114999181958292
theta,octave,8,0.02,0.1120688987513949,0.131500265415357,0.0004471342628766667,0.11127084673994103
theta,octave,8,0.026827870768216803,0.10948922134472733,0.13065700518356557,0.006489592224895202,0.08669003522653085
theta,octave,8,0.03598673249780708,0.10470641099590822,0.1270555725295967,0.008420396070568603,0.09147849445188325
theta,octave,8,0.048272370441077836,0.10990613797236448,0.14663598352918467,0.011884718599285665,0.13241228212630396
theta,octave,8,0.06475224579343625,0.08419226940921584,0.10185407032830067,-0.010932896824413153,0.08906489665132358
theta,octave,8,0.08685824410490588,0.09994122780921777,0.12057013314496925,0.0006614004093077192,0.0295250802631049
theta,octave,8,0.11651108740003221,0.1007720843229736,0.12941955970878682,0.002555763264522108,0.08578175173548094
theta,octave,8,0.1562872197916239,0.11053157644696134,0.14079619141682176,0.009469205982755594,0.1299646505838316
theta,octave,8,0.20964266676467905,0.09769329527433213,0.11203890136518155,-0.003968249018833088,0.07566374137661735
theta,octave,8,0.28121331857335746,0.11669050864758039,0.14512713761824825,0.02085276315347248,0.11959523398590266
theta,octave,8,0.3772177284493708,0.11080666397615108,0.13409411695757054,0.01818139618240318,0.15180582407985527
theta,octave,8,0.5059974235160012,0.10326951260689014,0.12566259661033058,0.0028759559672798737,0.047806877676036405
theta,octave,8,0.6787416743568971,0.09715717283820234,0.1167284690652167,-0.00447478676945659,0.05084049324843815
theta,octave,8,0.9104596962324965,0.11260608963615032,0.14009160500150175,0.019621986081646753,0.13524614796921935
theta,octave,8,1.2212847535097677,0.11673917166611504,0.1342353215748472,0.0166181447200814,0.06683101559448326
theta,octave,8,1.638223476917678,0.10857585055496818,0.1462552042823103,0.01198722876962182,0.12187492923379475
theta,octave,8,2.197502386410313,0.11283537907134986,0.12741595776888626,0.010174287150998412,0.0902729597774739
theta,octave,8,2.947715501773197,0.0968185015409451,0.1236880098684241,-0.004818401544874923,0.12776341054167956
theta,octave,8,3.9540465271520318,0.10797800831508608,0.13569495184616825,0.01493132729095193,0.07965020593941527
theta,octave,8,5.30393246209756,0.09349847365182844,0.1270174373604881,-0.004480299129918104,0.125523740695251
theta,octave,8,7.114660732825161,0.10828380525879092,0.12447364793757361,0.007472647883216797,0.1215526062967017
theta,octave,8,9.543559934997008,0.10783991185958836,0.13883882855979432,0.008242134569132142,0.16589027631776426
theta,octave,8,12.80166963024157,0.10830875872756342,0.1357716158710106,0.010887102002380647,0.06507041387526968
theta,octave,8,17.17207692287632,0.09809142936981624,0.12190172185567796,-0.0004934880041390158,0.1459012535749214
theta,octave,8,23.034513025440212,0.11022976405193277,0.14072492864819697,0.007891585219375094,0.08288319918532448
theta,octave,8,30.89834693276585,0.096857091407794,0.12324298108687831,-0.001478551891129963,0.12085345804517553
theta,octave,8,41.446842923188484,0.11108073430549101,0.1461648052395441,0.008155101225187339,0.1919820927035545
theta,octave,8,55.59652728469412,0.10278552504931585,0.1253564929730811,0.0047944347814191934,0.1313542588651787
theta,octave,8,74.57682245777069,0.11028837676098242,0.12769913108665648,0.013287639224124417,0.08558959223027696
theta,octave,8,100.03686776006599,0.10320885813245334,0.1244390554129241,-0.0028274728132320973,0.06785296279826111
theta,octave,8,134.18880801621225,0.10905910586810727,0.13306878742166045,0.007238742204970311,0.08688453735991955
theta,octave,8,179.99999999999997,0.11623527700665755,0.14460616421886482,0.0170918449337866,0.11109261540031408
theta,quintile,1,0.02,0.0923642273277647,0.1924292785478623,-0.00950299396806889,0.1545323896109535
theta,quintile,1,0.026827870768216803,0.07983304343376627,0.16050843819035365,-0.014752690174808944,0.16113706307354922
theta,quintile,1,0.03598673249780708,0.09308485707483342,0.20078253594889395,-0.004129437261759197,0.12296774955073123
theta,quintile,1,0.048272370441077836,0.09877046779705179,0.20662897369554434,-0.0024941623650382716,0.12087082232213972
theta,quintile,1,0.06475224579343625,0.09815469005540814,0.19673585327829163,-0.0045572282894426955,0.13245883777241696
theta,quintile,1,0.08685824410490588,0.1131514950653496,0.21062039251229858,0.006084131858734222,0.12474583873360542
